ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
116135
ITEM: BOX BOUNDS ff ff ff
0.0000000000000000e+00 4.0000000000000000e+02
0.0000000000000000e+00 4.0000000000000000e+02
0.0000000000000000e+00 8.0000000000000000e+02
ITEM: ATOMS x y z type
202.544 177.293 3.11301 1
204.122 175.716 1.5392 1
205.7 177.294 0 1
205.7 177.293 3.11314 1
207.278 175.716 1.53933 1
208.856 177.294 0 1
208.856 177.293 3.11337 1
210.434 175.717 1.53952 1
212.012 177.294 0 1
212.012 177.294 3.11372 1
213.59 175.717 1.5398 1
215.168 177.295 0 1
215.168 177.294 3.11418 1
216.745 175.718 1.54016 1
218.323 177.296 0 1
218.323 177.295 3.11479 1
219.9 175.719 1.54062 1
221.477 177.297 0 1
221.478 177.296 3.11555 1
223.054 175.72 1.54121 1
224.631 177.298 0 1
224.632 177.297 3.1165 1
226.206 175.722 1.54193 1
227.783 177.3 0 1
227.785 177.299 3.11768 1
229.358 175.724 1.54284 1
230.934 177.302 0 1
230.936 177.301 3.11916 1
232.508 175.727 1.54396 1
234.084 177.306 0 1
234.086 177.304 3.12106 1
235.656 175.732 1.54537 1
237.232 177.309 0 1
237.234 177.308 3.12372 1
238.804 175.736 1.5474 1
240.38 177.31 0 1
240.38 177.311 3.12967 1
241.95 175.737 1.55706 1
243.526 177.306 0 1
243.507 177.323 3.15066 1
156.831 178.893 1.55312 1
155.251 180.46 0 1
155.262 180.472 3.14575 1
159.971 178.887 1.54733 1
158.397 180.464 0 1
158.397 180.465 3.12875 1
163.116 178.884 1.54511 1
161.542 180.461 0 1
161.54 180.461 3.1235 1
166.265 178.882 1.54362 1
164.689 180.459 0 1
164.687 180.458 3.12069 1
169.416 178.88 1.54249 1
167.839 180.457 0 1
167.838 180.456 3.11876 1
170.991 180.456 0 1
170.989 180.455 3.11728 1
172.568 178.878 1.54159 1
174.144 180.454 0 1
174.143 180.453 3.11609 1
175.721 178.876 1.54086 1
177.297 180.453 0 1
177.296 180.452 3.11512 1
178.875 178.875 1.54027 1
180.452 180.452 0 1
180.451 180.451 3.11434 1
182.029 178.874 1.5398 1
183.607 180.451 0 1
183.606 180.45 3.11371 1
185.185 178.873 1.53942 1
186.762 180.45 0 1
186.762 180.449 3.11321 1
188.34 178.872 1.53913 1
189.918 180.449 0 1
189.918 180.449 3.11283 1
191.496 178.871 1.53892 1
193.074 180.449 0 1
193.074 180.449 3.11257 1
194.653 178.871 1.53877 1
196.231 180.449 0 1
196.231 180.448 3.1124 1
197.809 178.871 1.53869 1
199.387 180.449 0 1
199.387 180.448 3.11233 1
200.966 178.871 1.53868 1
202.544 180.449 0 1
202.544 180.448 3.11235 1
204.122 178.871 1.53872 1
205.7 180.449 0 1
205.7 180.448 3.11247 1
207.278 178.871 1.53884 1
208.857 180.449 0 1
208.857 180.448 3.11268 1
210.435 178.871 1.53902 1
212.013 180.449 0 1
212.013 180.449 3.113 1
213.59 178.872 1.53927 1
215.168 180.45 0 1
215.169 180.449 3.11344 1
216.746 178.872 1.5396 1
218.324 180.45 0 1
218.324 180.45 3.114 1
219.901 178.873 1.54003 1
221.478 180.451 0 1
221.479 180.45 3.1147 1
223.055 178.874 1.54056 1
224.632 180.452 0 1
224.633 180.451 3.11558 1
226.208 178.876 1.54123 1
227.785 180.454 0 1
227.786 180.453 3.11667 1
229.36 178.877 1.54205 1
230.936 180.456 0 1
230.938 180.455 3.11801 1
232.511 178.88 1.54306 1
234.087 180.458 0 1
234.088 180.457 3.1197 1
235.66 178.883 1.54433 1
237.235 180.46 0 1
237.237 180.459 3.12193 1
238.808 178.885 1.54604 1
240.379 180.463 0 1
240.382 180.463 3.12553 1
241.95 178.888 1.54856 1
243.518 180.467 0 1
243.515 180.472 3.13597 1
245.075 178.902 1.56637 1
153.695 182.048 1.56429 1
156.825 182.04 1.54911 1
155.256 183.618 0 1
155.258 183.622 3.13573 1
159.968 182.039 1.54609 1
158.395 183.616 0 1
158.393 183.616 3.12586 1
163.114 182.036 1.54429 1
161.54 183.614 0 1
161.538 183.613 3.12209 1
166.263 182.034 1.54293 1
164.688 183.612 0 1
164.686 183.612 3.11967 1
169.414 182.033 1.54187 1
167.838 183.611 0 1
167.836 183.61 3.11788 1
170.989 183.61 0 1
170.988 183.609 3.11648 1
172.566 182.032 1.54103 1
174.142 183.609 0 1
174.141 183.608 3.11536 1
175.719 182.03 1.54035 1
177.296 183.608 0 1
177.295 183.607 3.11445 1
178.874 182.029 1.5398 1
180.451 183.607 0 1
180.45 183.606 3.11371 1
182.029 182.029 1.53935 1
183.606 183.606 0 1
183.606 183.606 3.11311 1
185.184 182.028 1.539 1
186.762 183.605 0 1
186.761 183.605 3.11264 1
188.34 182.027 1.53872 1
189.918 183.605 0 1
189.918 183.605 3.11228 1
191.496 182.027 1.53852 1
193.074 183.605 0 1
193.074 183.604 3.11202 1
194.652 182.027 1.53838 1
196.231 183.604 0 1
196.231 183.604 3.11186 1
197.809 182.026 1.5383 1
199.387 183.604 0 1
199.387 183.604 3.11179 1
200.966 182.026 1.53829 1
202.544 183.604 0 1
202.544 183.604 3.11181 1
204.122 182.026 1.53833 1
205.701 183.604 0 1
205.701 183.604 3.11192 1
207.279 182.026 1.53844 1
208.857 183.604 0 1
208.857 183.604 3.11213 1
210.435 182.027 1.53861 1
212.013 183.605 0 1
212.014 183.604 3.11243 1
213.591 182.027 1.53884 1
215.169 183.605 0 1
215.17 183.605 3.11284 1
216.747 182.027 1.53916 1
218.325 183.606 0 1
218.325 183.605 3.11337 1
219.902 182.028 1.53955 1
221.479 183.606 0 1
221.48 183.606 3.11403 1
223.056 182.029 1.54005 1
224.633 183.607 0 1
224.634 183.607 3.11486 1
226.21 182.03 1.54067 1
227.786 183.608 0 1
227.788 183.608 3.11588 1
229.362 182.032 1.54143 1
230.938 183.61 0 1
230.94 183.609 3.11714 1
232.513 182.033 1.54238 1
234.089 183.612 0 1
234.09 183.611 3.11873 1
235.663 182.036 1.5436 1
237.237 183.614 0 1
237.239 183.613 3.12083 1
238.809 182.038 1.54524 1
240.381 183.617 0 1
240.384 183.617 3.12397 1
241.951 182.043 1.54776 1
243.523 183.621 0 1
243.523 183.623 3.13008 1
245.085 182.05 1.55465 1
246.662 183.618 0 1
246.651 183.634 3.15028 1
153.691 185.198 1.55558 1
152.116 186.767 0 1
152.13 186.786 3.15472 1
156.824 185.194 1.54816 1
155.253 186.772 0 1
155.253 186.774 3.13119 1
159.966 185.192 1.54545 1
158.394 186.77 0 1
158.391 186.77 3.12453 1
163.112 185.19 1.54369 1
161.538 186.768 0 1
161.536 186.767 3.12117 1
166.261 185.188 1.5424 1
164.686 186.767 0 1
164.684 186.766 3.11891 1
169.412 185.187 1.54139 1
167.836 186.765 0 1
167.835 186.765 3.11721 1
170.988 186.764 0 1
170.987 186.764 3.11587 1
172.565 185.186 1.54059 1
174.141 186.764 0 1
174.14 186.763 3.11479 1
175.718 185.185 1.53994 1
177.295 186.763 0 1
177.294 186.762 3.11392 1
178.873 185.185 1.53942 1
180.45 186.762 0 1
180.449 186.762 3.11321 1
182.028 185.184 1.539 1
183.605 186.762 0 1
183.605 186.761 3.11264 1
185.183 185.183 1.53866 1
186.761 186.761 0 1
186.761 186.761 3.11219 1
188.339 185.183 1.5384 1
189.917 186.761 0 1
189.917 186.761 3.11184 1
191.496 185.183 1.5382 1
193.074 186.761 0 1
193.074 186.76 3.11159 1
194.652 185.182 1.53807 1
196.231 186.761 0 1
196.231 186.76 3.11144 1
197.809 185.182 1.538 1
199.387 186.76 0 1
199.387 186.76 3.11137 1
200.966 185.182 1.53798 1
202.544 186.76 0 1
202.544 186.76 3.11139 1
204.122 185.182 1.53802 1
205.701 186.76 0 1
205.701 186.76 3.11149 1
207.279 185.182 1.53812 1
208.857 186.761 0 1
208.858 186.76 3.11169 1
210.435 185.182 1.53828 1
212.014 186.761 0 1
212.014 186.76 3.11197 1
213.592 185.183 1.5385 1
215.17 186.761 0 1
215.17 186.761 3.11237 1
216.747 185.183 1.5388 1
218.325 186.761 0 1
218.326 186.761 3.11287 1
219.903 185.184 1.53918 1
221.48 186.762 0 1
221.481 186.761 3.11351 1
223.057 185.184 1.53965 1
224.634 186.763 0 1
224.635 186.762 3.11429 1
226.211 185.185 1.54023 1
227.788 186.763 0 1
227.789 186.763 3.11527 1
229.363 185.186 1.54096 1
230.94 186.765 0 1
230.941 186.764 3.11647 1
232.515 185.188 1.54186 1
234.09 186.766 0 1
234.092 186.766 3.11799 1
235.664 185.19 1.54301 1
237.239 186.768 0 1
237.241 186.768 3.11998 1
238.811 185.192 1.54453 1
240.385 186.771 0 1
240.387 186.77 3.12273 1
241.955 185.196 1.54662 1
243.528 186.773 0 1
243.53 186.773 3.12725 1
245.095 185.199 1.55027 1
246.669 186.772 0 1
246.662 186.778 3.14053 1
153.685 188.35 1.55192 1
152.116 189.925 0 1
152.116 189.937 3.14319 1
156.821 188.348 1.54729 1
155.25 189.926 0 1
155.247 189.927 3.12847 1
159.964 188.346 1.54491 1
158.392 189.924 0 1
158.389 189.924 3.12348 1
163.111 188.344 1.54324 1
161.537 189.922 0 1
161.534 189.922 3.12048 1
166.26 188.343 1.54199 1
164.685 189.921 0 1
164.683 189.921 3.11834 1
169.411 188.342 1.54103 1
167.835 189.92 0 1
167.834 189.92 3.1167 1
170.987 189.92 0 1
170.986 189.919 3.11541 1
172.564 188.341 1.54026 1
174.14 189.919 0 1
174.139 189.919 3.11437 1
175.717 188.341 1.53963 1
177.294 189.919 0 1
177.294 189.918 3.11352 1
178.872 188.34 1.53913 1
180.449 189.918 0 1
180.449 189.918 3.11283 1
182.027 188.34 1.53872 1
183.605 189.918 0 1
183.605 189.918 3.11228 1
185.183 188.339 1.5384 1
186.761 189.917 0 1
186.761 189.917 3.11184 1
188.339 188.339 1.53814 1
189.917 189.917 0 1
189.917 189.917 3.11151 1
191.496 188.339 1.53795 1
193.074 189.917 0 1
193.074 189.917 3.11127 1
194.652 188.339 1.53783 1
196.231 189.917 0 1
196.231 189.917 3.11112 1
197.809 188.339 1.53776 1
199.387 189.917 0 1
199.387 189.917 3.11105 1
200.966 188.339 1.53774 1
202.544 189.917 0 1
202.544 189.917 3.11106 1
204.123 188.339 1.53778 1
205.701 189.917 0 1
205.701 189.917 3.11116 1
207.279 188.339 1.53787 1
208.858 189.917 0 1
208.858 189.917 3.11135 1
210.436 188.339 1.53802 1
212.014 189.917 0 1
212.014 189.917 3.11163 1
213.592 188.339 1.53824 1
215.17 189.917 0 1
215.17 189.917 3.11201 1
216.748 188.339 1.53852 1
218.326 189.918 0 1
218.326 189.917 3.11249 1
219.903 188.34 1.53889 1
221.481 189.918 0 1
221.481 189.918 3.11311 1
223.058 188.34 1.53934 1
224.635 189.918 0 1
224.636 189.918 3.11387 1
226.212 188.341 1.5399 1
227.788 189.919 0 1
227.789 189.919 3.11481 1
229.365 188.342 1.54059 1
230.941 189.92 0 1
230.942 189.92 3.11597 1
232.516 188.343 1.54146 1
234.092 189.921 0 1
234.093 189.921 3.11744 1
235.666 188.344 1.54256 1
237.241 189.923 0 1
237.243 189.922 3.11933 1
238.814 188.346 1.544 1
240.388 189.924 0 1
240.39 189.924 3.12188 1
241.959 188.349 1.54596 1
243.532 189.926 0 1
243.534 189.926 3.12585 1
245.101 188.35 1.54905 1
246.672 189.926 0 1
246.67 189.929 3.13598 1
248.232 188.351 1.56387 1
153.678 191.503 1.54995 1
152.104 193.077 0 1
152.106 193.077 3.13807 1
156.818 191.502 1.54663 1
155.246 193.078 0 1
155.243 193.078 3.12715 1
159.962 191.5 1.54446 1
158.389 193.078 0 1
158.387 193.078 3.12278 1
163.109 191.499 1.54289 1
161.535 193.077 0 1
161.533 193.077 3.11998 1
166.259 191.498 1.54169 1
164.684 193.076 0 1
164.682 193.076 3.11793 1
169.41 191.498 1.54076 1
167.834 193.076 0 1
167.833 193.075 3.11634 1
170.986 193.075 0 1
170.985 193.075 3.11508 1
172.563 191.497 1.54001 1
174.14 193.075 0 1
174.139 193.075 3.11406 1
175.717 191.497 1.53941 1
177.294 193.075 0 1
177.293 193.074 3.11324 1
178.871 191.496 1.53892 1
180.449 193.074 0 1
180.449 193.074 3.11257 1
182.027 191.496 1.53852 1
183.605 193.074 0 1
183.604 193.074 3.11202 1
185.183 191.496 1.5382 1
186.761 193.074 0 1
186.76 193.074 3.11159 1
188.339 191.496 1.53795 1
189.917 193.074 0 1
189.917 193.074 3.11127 1
191.495 191.495 1.53777 1
193.074 193.074 0 1
193.074 193.074 3.11103 1
194.652 191.495 1.53765 1
196.231 193.074 0 1
196.23 193.074 3.11088 1
197.809 191.495 1.53758 1
199.387 193.074 0 1
199.387 193.073 3.11082 1
200.966 191.495 1.53756 1
202.544 193.074 0 1
202.544 193.073 3.11083 1
