ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
800
ITEM: BOX BOUNDS ff ff ff
0.0000000000000000e+00 4.0000000000000000e+02
0.0000000000000000e+00 4.0000000000000000e+02
0.0000000000000000e+00 8.0000000000000000e+02
ITEM: ATOMS x y z type
295.943 233.015 0 1
297.226 229.177 0 1
302.267 232.99 0 1
301.028 230.446 0 1
304.781 231.684 0 1
99.8637 235.566 0 1
97.3487 234.266 0 1
103.633 234.308 0 1
102.378 236.865 0 1
106.181 235.593 0 1
294.661 236.858 0 1
297.206 235.567 0 1
299.752 234.288 0 1
300.981 236.838 0 1
303.497 235.54 0 1
98.634 238.117 0 1
103.665 240.71 0 1
101.15 239.415 0 1
107.468 239.433 0 1
104.919 238.152 0 1
293.379 240.706 0 1
299.672 240.648 0 1
295.921 239.413 0 1
298.455 238.115 0 1
302.204 239.395 0 1
99.9226 241.967 0 1
102.439 243.262 0 1
101.217 245.818 0 1
106.209 241.991 0 1
104.959 244.548 0 1
108.758 243.274 0 1
289.547 245.823 0 1
294.644 243.264 0 1
292.1 244.548 0 1
298.405 244.522 0 1
297.168 241.968 0 1
295.882 245.815 0 1
300.881 243.198 0 1
103.739 247.098 0 1
102.535 249.656 0 1
107.501 245.834 0 1
106.253 248.396 0 1
108.793 249.675 0 1
110.049 247.115 0 1
288.256 249.659 0 1
290.808 248.376 0 1
294.585 249.655 0 1
293.36 247.103 0 1
297.11 248.365 0 1
107.551 252.233 0 1
105.041 250.952 0 1
110.079 253.511 0 1
111.337 250.957 0 1
113.887 252.235 0 1
286.959 253.494 0 1
289.511 252.216 0 1
293.256 253.464 0 1
292.052 250.925 0 1
295.793 252.221 0 1
106.302 254.771 0 1
111.369 257.352 0 1
108.843 256.054 0 1
115.178 256.068 0 1
112.625 254.793 0 1
117.73 257.348 0 1
285.669 257.336 0 1
284.41 254.779 0 1
290.748 254.777 0 1
288.209 256.045 0 1
294.448 256.022 0 1
291.971 257.343 0 1
107.664 258.623 0 1
110.172 259.915 0 1
116.468 259.908 0 1
112.69 261.181 0 1
113.921 258.624 0 1
